Time Step,Queue 0 PRBs,Queue 1 PRBs,Queue 2 PRBs
2966,16,16,16
2967,16,16,16
2968,16,16,16
2969,16,16,16
2970,16,16,16
2971,16,16,16
2972,16,16,16
2973,16,16,16
2974,16,16,16
2975,16,16,16
2976,16,16,16
2977,16,16,16
2978,16,16,16
2979,16,16,16
2980,16,16,16
2981,16,16,16
2982,16,16,16
2983,16,16,16
2984,16,16,16
2985,16,16,16
2986,16,16,16
2987,16,16,16
2988,16,16,16
2989,16,16,16
2990,16,16,16
2991,16,16,16
2992,16,16,16
2993,16,16,16
2994,16,16,16
2995,16,16,16
2996,16,16,16
2997,16,16,16
2998,16,16,16
2999,16,16,16
3000,16,16,16
3001,16,16,16
3002,16,16,16
3003,16,16,16
3004,16,16,16
3005,16,16,16
3006,16,16,16
3007,16,16,16
3008,16,16,16
3009,16,16,16
3010,16,16,16
3011,16,16,16
3012,16,16,16
3013,16,16,16
3014,16,16,16
3015,16,16,16
3016,16,16,16
3017,16,16,16
3018,16,16,16
3019,16,16,16
3020,16,16,16
3021,16,16,16
3022,16,16,16
3023,16,16,16
3024,16,16,16
3025,16,0,16
3026,16,0,16
3027,16,0,16
3028,16,0,16
3029,16,0,16
3030,16,0,16
3031,16,0,16
3032,16,0,16
3033,16,0,16
3034,16,0,16
3035,16,0,16
3036,16,0,16
3037,16,0,16
3038,16,0,16
3039,16,0,16
3040,16,0,16
3041,16,0,16
3042,16,0,16
3043,16,0,16
3044,16,0,16
3045,16,0,16
3046,16,0,16
3047,16,0,16
3048,16,0,16
3049,16,0,16
3050,16,0,16
3051,16,0,16
3052,16,0,16
3053,16,0,16
3054,16,0,16
3055,16,0,16
3056,16,0,16
3057,16,0,16
3058,16,0,16
3059,16,0,16
3060,16,0,16
3061,16,0,16
3062,16,0,16
3063,16,0,16
3064,16,0,16
3065,16,-1,16
3066,16,-1,16
3067,16,-1,16
3068,16,-1,16
3069,16,-1,16
3070,16,-1,16
3071,16,-1,16
3072,16,-1,16
3073,16,-1,16
3074,16,-1,16
3075,16,-1,16
3076,16,-1,16
3077,16,-1,16
3078,16,-1,16
3079,16,-1,16
3080,16,-1,16
3081,16,-1,16
3082,16,-1,16
3083,16,-1,16
3084,16,-1,16
3085,16,-1,16
3086,16,-1,16
3087,16,-1,16
3088,16,-1,16
3089,16,-1,16
3090,16,-1,16
3091,16,-1,16
3092,16,-1,16
3093,16,-1,16
3094,16,-1,16
3095,16,-1,16
3096,16,-1,16
3097,16,-1,16
3098,16,-1,16
3099,16,-1,16
3100,16,-2,16
3101,16,-2,16
3102,0,-2,16
3103,0,-2,16
3104,0,-2,16
3105,0,-2,16
3106,0,-2,16
3107,0,-2,16
3108,0,-2,16
3109,0,-2,16
3110,0,-2,16
3111,0,-2,16
3112,0,-2,16
3113,0,-2,16
3114,0,-2,16
3115,0,-2,16
3116,0,-2,16
3117,0,-2,16
3118,0,-2,16
3119,0,-2,16
3120,0,-2,16
3121,0,-2,16
3122,0,-2,16
3123,0,-2,16
3124,0,-2,16
3125,0,-2,16
3126,0,-2,16
3127,0,-2,16
3128,0,-2,16
3129,0,-2,16
3130,0,-2,16
3131,0,-2,16
3132,0,-3,16
3133,0,-3,16
3134,0,-3,16
3135,0,-3,16
3136,-1,-3,16
3137,-1,-3,16
3138,-1,-3,16
3139,-1,-3,16
3140,-1,-3,16
3141,-1,-3,16
3142,-1,-3,16
3143,-1,-3,16
3144,-1,-3,16
3145,-1,-3,16
3146,-1,-3,16
3147,-1,-3,16
3148,-1,-3,16
3149,-1,-3,16
3150,-1,-3,16
3151,-1,-3,16
3152,-1,-3,16
3153,-1,-3,16
3154,-1,-3,16
3155,-1,-3,16
3156,-1,-3,16
3157,-1,-3,16
3158,-1,-4,16
3159,-1,-4,16
3160,-1,-4,16
3161,-1,-4,16
3162,-1,-4,16
3163,-1,-4,16
3164,-1,-4,16
3165,-1,-4,16
3166,-1,-4,16
3167,-1,-4,16
3168,-1,-4,16
3169,-1,-4,16
3170,-1,-4,16
3171,-2,-4,16
3172,-2,-4,16
3173,-2,-4,16
3174,-2,-4,16
3175,-2,-4,16
3176,-2,-4,16
3177,-2,-4,16
3178,-2,-4,16
3179,-2,-4,16
3180,-2,-4,16
3181,-2,-4,16
3182,-2,-4,16
3183,-2,-4,16
3184,-2,-4,16
3185,-2,-5,16
3186,-2,-5,16
3187,-2,-5,16
3188,-2,-5,16
3189,-2,-5,16
3190,-2,-5,16
3191,-2,-5,16
3192,-2,-5,16
3193,-2,-5,16
3194,-2,-5,16
3195,-2,-5,16
3196,-2,-5,16
3197,-2,-5,16
3198,-3,-5,16
3199,-3,-5,16
3200,-3,-5,16
3201,-3,-5,16
3202,-3,-5,16
3203,-3,-5,16
3204,-3,-5,16
3205,-3,-5,16
3206,-3,-5,16
3207,-3,-6,16
3208,-3,-6,16
3209,-3,-6,16
3210,-3,-6,16
3211,-3,-6,16
3212,-3,-6,16
3213,-3,-6,16
3214,-3,-6,16
3215,-3,-6,16
3216,-3,-6,16
3217,-3,-6,16
3218,-3,-6,16
3219,-3,-6,16
3220,-3,-6,16
3221,-3,-6,16
3222,-3,-6,16
3223,-4,-6,16
3224,-4,-6,16
3225,-4,-6,16
3226,-4,-7,16
3227,-4,-7,16
3228,-4,-7,16
3229,-4,-7,16
3230,-4,-7,16
3231,-4,-7,16
3232,-4,-7,16
3233,-4,-7,16
3234,-4,-7,16
3235,-4,-7,16
3236,-4,-7,16
3237,-4,-7,16
3238,-4,-7,16
3239,-4,-7,16
3240,-4,-7,16
3241,-4,-7,16
3242,-4,-7,16
3243,-4,-7,16
3244,-4,-7,16
3245,-4,-7,16
3246,-4,-8,16
3247,-5,-8,16
3248,-5,-8,16
3249,-5,-8,16
3250,-5,-8,16
3251,-5,-8,16
3252,-5,-8,16
3253,-5,-8,16
3254,-5,-8,16
3255,-5,-8,16
3256,-5,-8,16
3257,-5,-8,16
3258,-5,-8,16
3259,-5,-8,16
3260,-5,-8,16
3261,-5,-8,16
3262,-5,-8,16
3263,-5,-9,16
3264,-5,-9,16
3265,-5,-9,16
3266,-6,-9,16
3267,-6,-9,16
3268,-6,-9,16
3269,-6,-9,16
3270,-6,-9,16
3271,-6,-9,16
3272,-6,-9,16
3273,-6,-9,16
3274,-6,-9,16
3275,-6,-9,16
3276,-6,-9,16
3277,-6,-9,16
3278,-6,-9,16
3279,-6,-10,16
3280,-6,-10,16
3281,-6,-10,16
3282,-6,-10,16
3283,-6,-10,16
3284,-6,-10,16
3285,-7,-10,16
3286,-7,-10,16
3287,-7,-10,16
3288,-7,-10,16
3289,-7,-10,16
3290,-7,-10,16
3291,-7,-10,16
3292,-7,-10,16
3293,-7,-10,16
3294,-7,-11,16
3295,-7,-11,16
3296,-7,-11,16
3297,-7,-11,16
3298,-7,-11,16
3299,-7,-11,16
3300,-7,-11,16
3301,-7,-11,16
3302,-8,-11,16
3303,-8,-11,16
3304,-8,-11,16
3305,-8,-11,16
3306,-8,-11,16
3307,-8,-11,16
3308,-8,-11,16
3309,-8,-12,16
3310,-8,-12,16
3311,-8,-12,16
3312,-8,-12,16
3313,-8,-12,16
3314,-8,-12,16
3315,-8,-12,16
3316,-8,-12,16
3317,-9,-12,16
3318,-9,-12,16
3319,-9,-12,16
3320,-9,-12,16
3321,-9,-12,16
3322,-9,-13,16
3323,-9,-13,16
3324,-9,-13,16
3325,-9,-13,16
3326,-9,-13,16
3327,-9,-13,16
3328,-9,-13,16
3329,-9,-13,16
3330,-9,-13,16
3331,-9,-13,16
3332,-10,-13,16
3333,-10,-13,16
3334,-10,-13,16
3335,-10,-14,16
3336,-10,-14,16
3337,-10,-14,16
3338,-10,-14,16
3339,-10,-14,16
3340,-10,-14,16
3341,-10,-14,16
3342,-10,-14,16
3343,-10,-14,16
3344,-10,-14,16
3345,-10,-14,16
3346,-10,-14,16
3347,-10,-14,16
3348,-11,-15,16
3349,-11,-15,16
3350,-11,-15,16
3351,-11,-15,16
3352,-11,-15,16
3353,-11,-15,16
3354,-11,-15,16
3355,-11,-15,16
3356,-11,-15,16
3357,-11,-15,16
3358,-11,-15,16
3359,-11,-15,16
3360,-11,-15,16
3361,-12,-16,16
3362,-12,-16,16
3363,-12,-16,16
3364,-12,-16,16
3365,-12,-16,16
3366,-12,-16,16
3367,-12,-16,16
3368,-12,-16,16
3369,-12,-16,16
3370,-12,-16,16
3371,-12,-16,16
3372,-12,-16,16
3373,-13,-17,16
3374,-13,-17,16
3375,-13,-17,16
3376,-13,-17,16
3377,-13,-17,16
3378,-13,-17,16
3379,-13,-17,16
3380,-13,-17,16
3381,-13,-17,16
3382,-13,-17,16
3383,-13,-17,16
3384,-13,-18,16
3385,-14,-18,16
3386,-14,-18,16
3387,-14,-18,16
3388,-14,-18,16
3389,-14,-18,16
3390,-14,-18,16
3391,-14,-18,16
3392,-14,-18,16
3393,-14,-18,16
3394,-14,-19,16
3395,-14,-19,16
3396,-14,-19,16
3397,-15,-19,16
3398,-15,-19,16
3399,-15,-19,16
3400,-15,-19,16
3401,-15,-19,16
3402,-15,-19,16
3403,-15,-20,16
3404,-15,-20,16
3405,-15,-20,16
3406,-15,-20,16
3407,-16,-20,16
3408,-16,-20,16
3409,-16,-20,16
3410,-16,-20,16
3411,-16,-20,16
3412,-16,-21,16
3413,-16,-21,16
3414,-16,-21,16
3415,-16,-21,16
3416,-16,-21,16
3417,-17,-21,16
3418,-17,-21,16
3419,-17,-21,16
3420,-17,-22,16
3421,-17,-22,16
3422,-17,-22,16
3423,-17,-22,16
3424,-17,-22,16
3425,-18,-22,16
3426,-18,-22,16
3427,-18,-22,16
3428,-18,-23,16
3429,-18,-23,16
3430,-18,-23,16
3431,-18,-23,16
3432,-18,-23,16
3433,-19,-23,16
3434,-19,-23,16
3435,-19,-24,16
3436,-19,-24,16
3437,-19,-24,16
3438,-19,-24,16
3439,-19,-24,16
3440,-19,-24,16
3441,-20,-25,16
3442,-20,-25,16
3443,-20,-25,16
3444,-20,-25,16
3445,-20,-25,16
3446,-20,-25,16
3447,-20,-25,16
3448,-21,-26,16
3449,-21,-26,16
3450,-21,-26,16
3451,-21,-26,16
3452,-21,-26,16
3453,-21,-26,16
3454,-21,-27,16
3455,-22,-27,16
3456,-22,-27,16
3457,-22,-27,16
3458,-22,-27,16
3459,-22,-27,16
3460,-22,-28,16
3461,-22,-28,16
3462,-23,-28,16
3463,-23,-28,16
3464,-23,-28,16
3465,-23,-28,16
3466,-23,-29,16
3467,-23,-29,16
3468,-23,-29,16
3469,-24,-29,16
3470,-24,-29,16
3471,-24,-30,16
3472,-24,-30,16
3473,-24,-30,16
3474,-24,-30,16
3475,-25,-30,16
3476,-25,-31,16
3477,-25,-31,16
3478,-25,-31,16
3479,-25,-31,16
3480,-25,-31,16
3481,-25,-31,16
3482,-26,-32,16
3483,-26,-32,16
3484,-26,-32,16
3485,-26,-32,16
3486,-27,-33,16
3487,-27,-33,16
3488,-27,-33,16
3489,-27,-33,16
3490,-27,-33,16
3491,-28,-34,16
3492,-28,-34,16
3493,-28,-34,16
3494,-28,-34,16
3495,-28,-35,16
3496,-29,-35,16
3497,-29,-35,16
3498,-29,-35,16
3499,-29,-36,16
3500,-30,-36,16
3501,-30,-36,16
3502,-30,-36,16
3503,-30,-37,16
3504,-30,-37,16
3505,-30,-37,16
3506,-31,-37,16
3507,-31,-38,16
3508,-31,-38,16
3509,-31,-38,16
3510,-32,-38,16
3511,-32,-39,16
3512,-32,-39,16
3513,-32,-39,16
3514,-33,-39,16
3515,-33,-40,16
3516,-33,-40,16
3517,-33,-40,16
3518,-33,-40,16
3519,-34,-41,16
3520,-34,-41,16
3521,-34,-41,16
3522,-35,-42,16
3523,-35,-42,16
3524,-35,-42,16
3525,-35,-42,16
3526,-36,-43,16
3527,-36,-43,16
3528,-36,-43,16
3529,-36,-44,16
3530,-37,-44,16
3531,-37,-44,16
3532,-37,-45,16
3533,-37,-45,16
3534,-38,-45,16
3535,-38,-45,16
3536,-38,-46,16
3537,-38,-46,16
3538,-39,-46,16
3539,-39,-47,16
3540,-39,-47,16
3541,-40,-47,16
3542,-40,-48,16
3543,-40,-48,16
3544,-41,-49,16
3545,-41,-49,16
3546,-41,-49,16
3547,-42,-50,16
3548,-42,-50,16
3549,-43,-51,16
3550,-43,-51,16
3551,-43,-52,16
3552,-44,-52,16
3553,-44,-52,16
3554,-44,-53,16
3555,-45,-53,16
3556,-45,-54,16
3557,-46,-54,16
3558,-46,-54,16
3559,-46,-55,16
3560,-47,-55,16
3561,-47,-56,16
3562,-47,-56,16
3563,-48,-57,16
3564,-48,-57,16
3565,-49,-58,16
3566,-49,-58,16
3567,-50,-59,16
3568,-50,-59,16
3569,-50,-60,16
3570,-51,-60,16
3571,-51,-61,16
3572,-52,-62,16
3573,-52,-62,16
3574,-53,-63,16
3575,-53,-63,16
3576,-54,-64,16
3577,-54,-65,16
3578,-55,-65,16
3579,-55,-65,16
3580,-56,-66,16
3581,-56,-66,16
3582,-57,-67,16
3583,-57,-68,16
3584,-57,-68,16
3585,-58,-69,16
3586,-58,-69,16
3587,-59,-70,16
3588,-60,-71,16
3589,-60,-71,16
3590,-61,-72,16
3591,-61,-72,16
3592,-62,-73,16
3593,-63,-74,16
3594,-63,-75,16
3595,-64,-75,16
3596,-64,-76,16
3597,-65,-77,16
3598,-66,-78,16
3599,-67,-78,16
3600,-67,-79,16
3601,-68,-80,16
3602,-69,-81,16
3603,-70,-82,16
3604,-70,-83,16
3605,-71,-83,16
3606,-71,-84,16
3607,-72,-85,16
3608,-73,-86,16
3609,-74,-87,16
3610,-74,-87,16
3611,-76,-89,16
3612,-77,-90,16
3613,-78,-91,16
3614,-79,-92,16
3615,-79,-93,16
3616,-80,-94,16
3617,-81,-95,16
3618,-82,-96,16
3619,-83,-97,16
3620,-84,-98,16
3621,-85,-99,16
3622,-86,-100,16
3623,-87,-101,16
3624,-88,-102,16
3625,-89,-104,16
3626,-90,-105,16
3627,-91,-106,16
3628,-92,-107,16
3629,-93,-108,16
3630,-94,-109,16
3631,-96,-111,16
3632,-97,-112,16
3633,-98,-113,16
3634,-99,-114,16
3635,-101,-116,16
3636,-102,-117,16
3637,-103,-119,16
3638,-105,-121,16
3639,-106,-122,16
3640,-107,-124,16
3641,-109,-125,16
3642,-110,-127,16
3643,-112,-129,16
3644,-113,-131,16
3645,-115,-132,16
3646,-117,-134,16
3647,-118,-136,16
3648,-120,-138,16
3649,-122,-140,16
3650,-124,-142,16
3651,-126,-145,16
3652,-128,-148,16
3653,-131,-150,16
3654,-132,-152,16
3655,-135,-155,16
3656,-137,-157,16
3657,-140,-160,16
3658,-141,-162,16
3659,-143,-164,16
3660,-145,-166,16
3661,-148,-170,16
3662,-150,-172,16
3663,-153,-175,16
3664,-156,-179,16
3665,-159,-182,16
3666,-162,-186,16
3667,-166,-190,16
3668,-169,-193,16
3669,-173,-197,16
3670,-176,-201,16
3671,-179,-205,16
3672,-183,-209,16
3673,-186,-212,16
3674,-191,-218,16
3675,-194,-222,16
3676,-199,-227,16
3677,-202,-231,16
3678,-207,-237,16
3679,-214,-244,16
3680,-218,-249,16
3681,-223,-254,16
3682,-229,-260,16
3683,-235,-267,16
3684,-242,-275,16
3685,-249,-283,16
3686,-257,-291,16
3687,-264,-300,16
3688,-270,-306,16
3689,-277,-315,16
3690,-287,-325,16
3691,-297,-337,16
3692,-310,-352,16
3693,-319,-362,16
3694,-330,-375,16
3695,-341,-387,16
3696,-357,-405,16
3697,-371,-421,16
3698,-383,-435,16
3699,-399,-453,16
3700,-414,-470,16
3701,-435,-493,16
3702,-456,-517,16
3703,-478,-541,16
3704,-498,-564,16
3705,-525,-593,16
3706,-552,-624,16
3707,-583,-659,16
3708,-615,-696,16
3709,-649,-734,16
3710,-689,-779,16
3711,-740,-836,16
3712,-798,-900,16
3713,-851,-960,16
3714,-913,-1028,16
3715,-1013,-1141,16
3716,-1133,-1274,16
3717,-1250,-1407,16
3718,-1374,-1545,16
3719,-1590,-1788,16
3720,-1859,-2089,16
3721,-2264,-2545,16
3722,-2754,-3096,16
3723,-3882,-4365,16
3724,-6022,-6777,16
3725,-12118,-13644,16
3726,116998,131683,16
3727,16,16,16
3728,16,16,16
3729,16,16,16
3730,16,16,16
3731,16,16,16
3732,16,16,16
3733,16,16,16
3734,16,16,16
3735,16,16,16
3736,16,16,16
3737,16,16,16
3738,16,16,16
3739,16,16,16
3740,16,16,16
3741,16,16,16
3742,16,16,16
3743,16,16,16
3744,16,16,16
3745,16,16,16
3746,16,16,16
3747,16,16,16
3748,16,16,16
3749,16,16,16
3750,16,16,16
3751,16,16,16
3752,16,16,16
3753,16,16,16
3754,16,16,16
3755,16,16,16
3756,16,16,16
3757,16,16,16
3758,16,16,16
3759,16,16,16
3760,16,16,16
3761,16,16,16
3762,16,16,16
3763,16,16,16
3764,16,16,16
3765,16,16,16
3766,16,16,16
3767,16,16,16
3768,16,16,16
3769,16,16,16
3770,16,16,16
3771,16,16,16
3772,16,16,16
3773,16,16,16
3774,16,16,16
3775,16,16,16
3776,16,16,16
3777,16,16,16
3778,16,16,16
3779,16,16,16
3780,16,16,16
3781,16,16,16
3782,16,16,16
3783,16,16,16
3784,16,16,16
3785,16,16,16
3786,16,16,16
3787,16,16,16
3788,16,16,16
3789,16,16,16
3790,16,16,16
3791,16,16,16
3792,16,16,16
3793,16,16,16
3794,16,16,16
3795,16,16,16
3796,16,16,16
3797,16,16,16
3798,16,16,16
3799,16,16,16
3800,16,16,16
3801,16,16,16
3802,16,16,16
3803,16,16,16
3804,16,16,16
3805,16,16,16
3806,16,16,16
3807,16,16,16
3808,16,16,16
3809,16,16,16
3810,16,16,16
3811,16,16,16
3812,16,16,16
3813,16,16,16
3814,16,16,16
3815,16,16,16
3816,16,16,16
3817,16,16,16
3818,16,16,16
3819,16,16,16
3820,16,16,16
3821,16,16,16
3822,16,16,16
3823,16,16,16
3824,16,16,16
3825,16,16,16
3826,16,16,16
3827,16,16,16
3828,16,16,16
3829,16,16,16
3830,16,16,16
3831,16,16,16
3832,16,16,16
3833,16,16,16
3834,16,16,16
3835,16,16,16
3836,16,16,16
3837,16,16,16
3838,16,16,16
3839,16,16,16
3840,16,16,16
3841,16,16,16
3842,16,16,16
3843,16,16,16
3844,16,16,16
3845,16,16,16
3846,16,16,16
3847,16,16,16
3848,16,16,16
3849,16,16,16
3850,16,16,16
3851,16,16,16
3852,16,16,16
3853,16,16,16
3854,16,16,16
3855,16,16,16
3856,16,16,16
3857,16,16,16
3858,16,16,16
3859,16,16,16
3860,16,16,16
3861,16,16,16
3862,16,16,16
3863,16,16,16
3864,16,16,16
3865,16,16,16
3866,16,16,16
3867,16,16,16
3868,16,16,16
3869,16,16,16
3870,16,16,16
3871,16,16,16
3872,16,16,16
3873,16,16,16
3874,16,16,16
3875,16,16,16
3876,16,16,16
3877,16,16,16
3878,16,16,16
3879,16,16,16
3880,16,16,16
3881,16,16,16
3882,16,16,16
3883,16,16,16
3884,16,16,16
3885,16,16,16
3886,16,16,16
3887,16,16,16
3888,16,16,16
3889,16,16,16
3890,16,16,16
3891,16,16,16
3892,16,16,16
3893,16,16,16
3894,16,16,16
3895,16,16,16
3896,16,16,16
3897,16,16,16
3898,16,16,16
3899,16,16,16
3900,16,16,16
3901,16,16,16
3902,16,16,16
3903,16,16,16
3904,16,16,16
3905,16,16,16
3906,16,16,16
3907,16,16,16
3908,16,16,16
3909,16,16,16
3910,16,16,16
3911,16,16,16
3912,16,16,16
3913,16,16,16
3914,16,16,16
3915,16,16,16
3916,16,16,16
3917,16,16,16
3918,16,16,16
3919,16,16,16
3920,16,16,16
3921,16,16,16
3922,16,16,16
3923,16,16,16
3924,16,16,16
3925,16,16,16
3926,16,16,16
3927,16,16,16
3928,16,16,16
3929,16,16,16
3930,16,16,16
3931,16,16,16
3932,16,16,16
3933,16,16,16
3934,16,16,16
3935,16,16,16
3936,16,16,16
3937,16,16,16
3938,16,16,16
3939,16,16,16
3940,16,16,16
3941,16,16,16
3942,16,16,16
3943,16,16,16
3944,16,16,16
3945,16,16,16
3946,16,16,16
3947,16,16,16
3948,16,16,16
3949,16,16,16
3950,16,16,16
3951,16,16,16
3952,16,16,16
3953,16,16,16
3954,16,16,16
3955,16,16,16
3956,16,16,16
3957,16,16,16
3958,16,16,16
3959,16,16,16
3960,16,16,16
3961,16,16,16
3962,16,16,16
3963,16,16,16
3964,16,16,16
3965,16,16,16
3966,16,16,16
3967,16,16,16
3968,16,16,16
3969,16,16,16
3970,16,16,16
3971,16,16,16
3972,16,16,16
3973,16,16,16
3974,16,16,16
3975,16,16,16
3976,16,16,16
3977,16,16,16
3978,16,16,16
3979,16,16,16
3980,16,16,16
3981,16,16,16
3982,16,16,16
3983,16,16,16
3984,16,16,16
3985,16,16,16
3986,16,16,16
3987,16,16,16
3988,16,16,16
3989,16,16,16
3990,16,16,16
3991,16,16,16
3992,16,16,16
3993,16,16,16
3994,16,16,16
3995,16,16,16
3996,16,16,16
3997,16,16,16
3998,16,16,16
3999,16,16,16
4000,16,16,16
4001,16,16,16
4002,16,16,16
4003,16,16,16
4004,16,16,16
4005,16,16,16
4006,16,16,16
4007,16,16,16
4008,16,16,16
4009,16,16,16
4010,16,16,16
4011,16,16,16
4012,16,16,16
4013,16,16,16
4014,16,16,16
4015,16,16,16
4016,16,16,16
4017,16,16,16
4018,16,16,16
4019,16,16,16
4020,16,16,16
4021,16,16,16
4022,16,16,16
4023,16,16,16
4024,16,16,16
4025,16,16,16
4026,16,16,16
4027,16,16,16
4028,16,16,16
4029,16,16,16
4030,16,16,16
4031,16,16,16
4032,16,16,16
4033,16,16,16
4034,16,16,16
4035,16,16,16
4036,16,16,16
4037,16,16,16
4038,16,16,16
4039,16,16,16
4040,16,16,16
4041,16,16,16
4042,16,16,16
4043,16,16,16
4044,16,16,16
4045,16,16,16
4046,16,16,16
4047,16,16,16
4048,16,16,16
4049,16,16,16
4050,16,16,16
4051,16,16,16
4052,16,16,16
4053,16,16,16
4054,16,16,16
4055,16,16,16
4056,16,16,16
4057,16,16,16
4058,16,16,16
4059,16,16,16
4060,16,16,16
4061,16,16,16
4062,16,16,16
4063,16,16,16
4064,16,16,16
4065,16,16,16
4066,16,16,16
4067,16,16,16
4068,16,16,16
4069,16,16,16
4070,16,16,16
4071,16,16,16
4072,16,16,16
4073,16,16,16
4074,16,16,16
4075,16,16,16
4076,16,16,16
4077,16,16,16
4078,16,16,16
4079,16,16,16
4080,16,16,16
4081,16,16,16
4082,16,16,16
4083,16,16,16
4084,16,16,16
4085,16,16,16
4086,16,16,16
4087,16,16,16
4088,16,16,16
4089,16,16,16
4090,16,16,16
4091,16,16,16
4092,16,16,16
4093,16,16,16
4094,16,16,16
4095,16,16,16
4096,16,16,16
4097,16,16,16
4098,16,16,16
4099,16,16,16
4100,16,16,16
4101,16,16,16
4102,16,16,16
4103,16,16,16
4104,16,16,16
4105,16,16,16
4106,16,16,16
4107,16,16,16
4108,16,16,16
4109,16,16,16
4110,16,16,16
4111,16,16,16
4112,16,16,16
4113,16,16,16
4114,16,16,16
4115,16,16,16
4116,16,16,16
4117,16,16,16
4118,16,16,16
4119,16,16,16
4120,16,16,16
4121,16,16,16
4122,16,16,16
4123,16,16,16
4124,16,16,16
4125,16,16,16
4126,16,16,16
4127,16,16,16
4128,16,16,16
4129,16,16,16
4130,16,16,16
4131,16,16,16
4132,16,16,16
4133,16,16,16
4134,16,16,16
4135,16,16,16
4136,16,16,16
4137,16,16,16
4138,16,16,16
4139,16,16,16
4140,16,16,16
4141,16,16,16
4142,16,16,16
4143,16,16,16
4144,16,16,16
4145,16,16,16
4146,16,16,16
4147,16,16,16
4148,16,16,16
4149,16,16,16
4150,16,16,16
4151,16,16,16
4152,16,16,16
4153,16,16,16
4154,16,16,16
4155,16,16,16
4156,16,16,16
4157,16,16,16
4158,16,16,16
4159,16,16,16
4160,16,16,16
4161,16,16,16
4162,16,16,16
4163,16,16,16
4164,16,16,16
4165,16,16,16
4166,16,16,16
4167,16,16,16
4168,16,16,16
4169,16,16,16
4170,16,16,16
4171,16,16,16
4172,16,16,16
4173,16,16,16
4174,16,16,16
4175,16,16,16
4176,16,16,16
4177,16,16,16
4178,16,16,16
4179,16,16,16
4180,16,16,16
4181,16,16,16
4182,16,16,16
4183,16,16,16
4184,16,16,16
4185,16,16,16
4186,16,16,16
4187,16,16,16
4188,16,16,16
4189,16,16,16
4190,16,16,16
4191,16,16,16
4192,16,16,16
4193,16,16,16
4194,16,16,16
4195,16,16,16
4196,16,16,16
4197,16,16,16
4198,16,16,16
4199,16,16,16
4200,16,16,16
4201,16,16,16
4202,16,16,16
4203,16,16,16
4204,16,16,16
4205,16,16,16
4206,16,16,16
4207,16,16,16
4208,16,16,16
4209,16,16,16
4210,16,16,16
4211,16,16,16
4212,16,16,16
4213,16,16,16
4214,16,16,16
4215,16,16,16
4216,16,16,16
4217,16,16,16
4218,16,16,16
4219,16,16,16
4220,16,16,16
4221,16,16,16
4222,16,16,16
4223,16,16,16
4224,16,16,16
4225,16,16,16
4226,16,16,16
4227,16,16,16
4228,16,16,16
4229,16,16,16
4230,16,16,16
4231,16,16,16
4232,16,16,16
4233,16,16,16
4234,16,16,16
4235,16,16,16
4236,16,16,16
4237,16,16,16
4238,16,16,16
4239,16,16,16
4240,16,16,16
4241,16,16,16
4242,16,16,16
4243,16,16,16
4244,16,16,16
4245,16,16,16
4246,16,16,16
4247,16,16,16
4248,16,16,16
4249,16,16,16
4250,16,16,16
4251,16,16,16
4252,16,16,16
4253,16,16,16
4254,16,16,16
4255,16,16,16
4256,16,16,16
4257,16,16,16
4258,16,16,16
4259,16,16,16
4260,16,16,16
4261,16,16,16
4262,16,16,16
4263,16,16,16
4264,16,16,16
4265,16,16,16
4266,16,16,16
4267,16,16,16
4268,16,16,16
4269,16,16,16
4270,16,16,16
4271,16,16,16
4272,16,16,16
4273,16,16,16
4274,16,16,16
4275,16,16,16
4276,16,16,16
4277,16,16,16
4278,16,16,16
4279,16,16,16
4280,16,16,16
4281,16,16,16
4282,16,16,16
4283,16,16,16
4284,16,16,16
4285,16,16,16
4286,16,16,16
4287,16,16,16
4288,16,16,16
4289,16,16,16
4290,16,16,16
4291,16,16,16
4292,16,16,16
4293,16,16,16
4294,16,16,16
4295,16,16,16
4296,16,16,16
4297,16,16,16
4298,16,16,16
4299,16,16,16
4300,16,16,16
4301,16,16,16
4302,16,16,16
4303,16,16,16
4304,16,16,16
4305,16,16,16
4306,16,16,16
4307,16,16,16
4308,16,16,16
4309,16,16,16
4310,16,16,16
4311,16,16,16
4312,16,16,16
4313,16,16,16
4314,16,16,16
4315,16,16,16
4316,16,16,16
4317,16,16,16
4318,16,16,16
4319,16,16,16
4320,16,16,16
4321,16,16,16
4322,16,16,16
4323,16,16,16
4324,16,16,16
4325,16,16,16
4326,16,16,16
4327,16,16,16
4328,16,16,16
4329,16,16,16
4330,16,16,16
4331,16,16,16
4332,16,16,16
4333,16,16,16
4334,16,16,16
4335,16,16,16
4336,16,16,16
4337,16,16,16
4338,16,16,16
4339,16,16,16
4340,16,16,16
4341,16,16,16
4342,16,16,16
4343,16,16,16
4344,16,16,16
4345,16,16,16
4346,16,16,16
4347,16,16,16
4348,16,16,16
4349,16,16,16
4350,16,16,16
4351,16,16,16
4352,16,16,16
4353,16,16,16
4354,16,16,16
4355,16,16,16
4356,16,16,16
4357,16,16,16
4358,16,16,16
4359,16,16,16
4360,16,16,16
4361,16,16,16
4362,16,16,16
4363,16,16,16
4364,16,16,16
4365,16,16,16
4366,16,16,16
4367,16,16,16
4368,16,16,16
4369,16,16,16
4370,16,16,16
4371,16,16,16
4372,16,16,16
4373,16,16,16
4374,16,16,16
