Time Step,Queue 0 PRBs,Queue 1 PRBs,Queue 2 PRBs
1516,16,16,-3
1517,16,16,-3
1518,16,16,-3
1519,16,16,-3
1520,16,16,-3
1521,16,16,-3
1522,16,16,-3
1523,16,16,-3
1524,16,16,-3
1525,16,16,-3
1526,16,16,-3
1527,16,16,-3
1528,16,16,-3
1529,16,16,-3
1530,16,16,-3
1531,16,16,-3
1532,16,16,-4
1533,16,16,-4
1534,16,16,-4
1535,16,16,-4
1536,16,16,-4
1537,16,16,-4
1538,16,16,-4
1539,16,16,-4
1540,16,16,-4
1541,16,16,-4
1542,16,16,-4
1543,16,16,-4
1544,16,16,-4
1545,16,16,-4
1546,16,16,-4
1547,16,16,-4
1548,16,16,-4
1549,16,16,-4
1550,16,16,-4
1551,16,16,-4
1552,16,16,-4
1553,16,16,-4
1554,16,16,-4
1555,16,16,-4
1556,16,16,-4
1557,16,16,-5
1558,16,16,-5
1559,16,16,-5
1560,16,16,-5
1561,16,16,-5
1562,16,16,-5
1563,16,16,-5
1564,16,16,-5
1565,16,16,-5
1566,16,16,-5
1567,16,16,-5
1568,16,16,-5
1569,16,16,-5
1570,16,16,-5
1571,16,16,-5
1572,16,16,-5
1573,16,16,-5
1574,16,16,-5
1575,16,16,-5
1576,16,16,-5
1577,16,16,-5
1578,16,16,-5
1579,16,16,-6
1580,16,16,-6
1581,16,16,-6
1582,16,16,-6
1583,16,16,-6
1584,16,16,-6
1585,16,16,-6
1586,16,16,-6
1587,16,16,-6
1588,16,16,-6
1589,16,16,-6
1590,16,16,-6
1591,16,16,-6
1592,16,16,-6
1593,16,16,-6
1594,16,16,-6
1595,16,16,-6
1596,16,16,-6
1597,16,16,-6
1598,16,16,-6
1599,16,16,-7
1600,16,16,-7
1601,16,16,-7
1602,16,16,-7
1603,16,16,-7
1604,16,16,-7
1605,16,16,-7
1606,16,16,-7
1607,16,16,-7
1608,16,16,-7
1609,16,16,-7
1610,16,16,-7
1611,16,16,-7
1612,16,16,-7
1613,16,16,-7
1614,16,16,-7
1615,16,16,-7
1616,16,16,-7
1617,16,16,-8
1618,16,16,-8
1619,16,16,-8
1620,16,16,-8
1621,16,16,-8
1622,16,16,-8
1623,16,16,-8
1624,16,16,-8
1625,16,16,-8
1626,16,16,-8
1627,16,16,-8
1628,16,16,-8
1629,16,16,-8
1630,16,16,-8
1631,16,16,-8
1632,16,16,-8
1633,16,16,-9
1634,16,16,-9
1635,16,16,-9
1636,16,16,-9
1637,16,16,-9
1638,16,16,-9
1639,16,16,-9
1640,16,16,-9
1641,16,16,-9
1642,16,16,-9
1643,16,16,-9
1644,16,16,-9
1645,16,16,-9
1646,16,16,-9
1647,16,16,-10
1648,16,16,-10
1649,16,16,-10
1650,16,16,-10
1651,16,16,-10
1652,16,16,-10
1653,16,16,-10
1654,16,16,-10
1655,16,16,-10
1656,16,16,-10
1657,16,16,-10
1658,16,16,-10
1659,16,16,-10
1660,16,16,-10
1661,16,16,-10
1662,16,16,-10
1663,16,16,-11
1664,16,16,-11
1665,16,16,-11
1666,16,16,-11
1667,16,16,-11
1668,16,16,-11
1669,16,16,-11
1670,16,16,-11
1671,16,16,-11
1672,16,16,-11
1673,16,16,-11
1674,16,16,-11
1675,16,16,-11
1676,16,16,-11
1677,16,16,-12
1678,16,16,-12
1679,16,16,-12
1680,16,16,-12
1681,16,16,-12
1682,16,16,-12
1683,16,16,-12
1684,16,16,-12
1685,16,16,-12
1686,16,16,-12
1687,16,16,-12
1688,16,16,-12
1689,16,16,-13
1690,16,16,-13
1691,16,16,-13
1692,16,16,-13
1693,16,16,-13
1694,16,16,-13
1695,16,16,-13
1696,16,16,-13
1697,16,16,-13
1698,16,16,-13
1699,16,16,-13
1700,16,16,-13
1701,16,16,-13
1702,16,16,-14
1703,16,16,-14
1704,16,16,-14
1705,16,16,-14
1706,16,16,-14
1707,16,16,-14
1708,16,16,-14
1709,16,16,-14
1710,16,16,-14
1711,16,16,-14
1712,16,16,-14
1713,16,16,-15
1714,16,16,-15
1715,16,16,-15
1716,16,16,-15
1717,16,16,-15
1718,16,16,-15
1719,16,16,-15
1720,16,0,-15
1721,16,0,-15
1722,16,0,-15
1723,16,0,-15
1724,16,0,-16
1725,16,0,-16
1726,16,0,-16
1727,16,0,-16
1728,16,0,-16
1729,16,0,-16
1730,16,0,-16
1731,16,0,-16
1732,16,0,-16
1733,16,0,-16
1734,16,0,-17
1735,16,0,-17
1736,16,0,-17
1737,16,0,-17
1738,16,0,-17
1739,16,0,-17
1740,16,0,-17
1741,16,0,-17
1742,16,0,-17
1743,16,-1,-17
1744,16,-1,-18
1745,16,-1,-18
1746,16,-1,-18
1747,16,-1,-18
1748,16,-1,-18
1749,16,-1,-18
1750,16,-1,-18
1751,16,-1,-18
1752,16,-1,-18
1753,16,-1,-18
1754,16,-1,-19
1755,16,-1,-19
1756,16,-1,-19
1757,16,-1,-19
1758,16,-1,-19
1759,16,-1,-19
1760,16,-1,-19
1761,16,-1,-19
1762,16,-2,-20
1763,16,-2,-20
1764,16,-2,-20
1765,16,-2,-20
1766,16,-2,-20
1767,16,-2,-20
1768,16,-2,-20
1769,16,-2,-20
1770,16,-2,-20
1771,16,-2,-21
1772,16,-2,-21
1773,16,-2,-21
1774,16,-2,-21
1775,16,-2,-21
1776,16,-2,-21
1777,16,-2,-21
1778,16,-2,-21
1779,16,-3,-22
1780,16,-3,-22
1781,16,-3,-22
1782,16,-3,-22
1783,16,-3,-22
1784,16,-3,-22
1785,16,-3,-22
1786,16,-3,-22
1787,16,-3,-23
1788,16,-3,-23
1789,16,-3,-23
1790,16,-3,-23
1791,16,-3,-23
1792,16,-3,-23
1793,16,-3,-24
1794,16,-4,-24
1795,16,-4,-24
1796,16,-4,-24
1797,16,-4,-24
1798,16,-4,-24
1799,16,-4,-24
1800,16,-4,-25
1801,16,-4,-25
1802,16,-4,-25
1803,16,-4,-25
1804,16,-4,-25
1805,16,-4,-25
1806,16,-4,-25
1807,16,-4,-26
1808,16,-5,-26
1809,16,-5,-26
1810,16,-5,-26
1811,16,-5,-26
1812,16,-5,-26
1813,16,-5,-27
1814,16,-5,-27
1815,16,-5,-27
1816,16,-5,-27
1817,16,-5,-27
1818,16,-5,-27
1819,16,-6,-28
1820,16,-6,-28
1821,16,-6,-28
1822,16,-6,-28
1823,16,-6,-28
1824,16,-6,-29
1825,16,-6,-29
1826,16,-6,-29
1827,16,-6,-29
1828,16,-6,-29
1829,16,-6,-30
1830,16,-7,-30
1831,16,-7,-30
1832,16,-7,-30
1833,16,-7,-30
1834,16,-7,-30
1835,16,-7,-31
1836,16,-7,-31
1837,16,-7,-31
1838,16,-7,-31
1839,16,-7,-32
1840,16,-7,-32
1841,16,-8,-32
1842,16,-8,-32
1843,16,-8,-32
1844,16,-8,-33
1845,16,-8,-33
1846,16,-8,-33
1847,16,-8,-33
1848,16,-8,-33
1849,16,-8,-34
1850,16,-9,-34
1851,16,-9,-34
1852,16,-9,-34
1853,16,-9,-35
1854,16,-9,-35
1855,16,-9,-35
1856,16,-9,-35
1857,16,-9,-35
1858,16,-9,-36
1859,16,-9,-36
1860,16,-10,-36
1861,16,-10,-37
1862,16,-10,-37
1863,16,-10,-37
1864,16,-10,-37
1865,16,-10,-37
1866,16,-10,-38
1867,16,-10,-38
1868,16,-10,-38
1869,16,-11,-39
1870,16,-11,-39
1871,16,-11,-39
1872,16,-11,-39
1873,16,-11,-40
1874,16,-11,-40
1875,16,-12,-40
1876,16,-12,-40
1877,16,-12,-41
1878,16,-12,-41
1879,16,-12,-41
1880,16,-12,-41
1881,16,-12,-42
1882,16,-13,-42
1883,16,-13,-42
1884,16,-13,-43
1885,16,-13,-43
1886,16,-13,-43
1887,16,-13,-44
1888,16,-14,-44
1889,16,-14,-44
1890,16,-14,-45
1891,16,-14,-45
1892,16,-14,-45
1893,16,-14,-46
1894,16,-14,-46
1895,16,-15,-46
1896,16,-15,-47
1897,16,-15,-47
1898,16,-15,-47
1899,16,-15,-48
1900,16,-15,-48
1901,16,-16,-48
1902,16,-16,-49
1903,16,-16,-49
1904,16,-16,-50
1905,16,-16,-50
1906,16,-17,-50
1907,16,-17,-51
1908,16,-17,-51
1909,16,-17,-52
1910,16,-18,-52
1911,16,-18,-53
1912,16,-18,-53
1913,16,-18,-54
1914,16,-19,-54
1915,16,-19,-55
1916,16,-19,-55
1917,16,-19,-56
1918,16,-20,-56
1919,16,-20,-57
1920,16,-20,-57
1921,16,-20,-58
1922,16,-21,-58
1923,16,-21,-59
1924,16,-21,-59
1925,16,-22,-60
1926,16,-22,-61
1927,16,-22,-61
1928,16,-22,-62
1929,16,-23,-62
1930,16,-23,-62
1931,16,-23,-63
1932,16,-23,-64
1933,16,-24,-64
1934,16,-24,-65
1935,16,-24,-65
1936,16,-25,-66
1937,16,-25,-66
1938,16,-25,-67
1939,16,-26,-68
1940,16,-26,-68
1941,16,-26,-68
1942,16,-26,-69
1943,16,-27,-70
1944,16,-27,-71
1945,16,-28,-71
1946,16,-28,-72
1947,16,-28,-72
1948,16,-29,-73
1949,16,-29,-74
1950,16,-29,-75
1951,16,-30,-76
1952,16,-30,-76
1953,16,-30,-77
1954,16,-31,-78
1955,16,-31,-78
1956,16,-31,-79
1957,16,-32,-80
1958,16,-32,-81
1959,16,-33,-82
1960,16,-33,-83
1961,16,-34,-84
1962,16,-34,-85
1963,16,-35,-86
1964,16,-35,-87
1965,16,-36,-87
1966,16,-36,-88
1967,16,-37,-89
1968,16,-37,-90
1969,16,-38,-91
1970,16,-38,-92
1971,16,-39,-93
1972,16,-40,-95
1973,16,-40,-96
1974,16,-41,-98
1975,16,-42,-99
1976,16,-42,-100
1977,16,-43,-101
1978,16,-44,-103
1979,16,-44,-104
1980,16,-45,-105
1981,16,-45,-106
1982,16,-46,-107
1983,16,-47,-109
1984,16,-48,-111
1985,16,-48,-112
1986,16,-49,-113
1987,16,-50,-115
1988,16,-51,-116
1989,16,-51,-118
1990,16,-52,-120
1991,16,-53,-122
1992,16,-54,-123
1993,16,-55,-124
1994,16,-55,-125
1995,16,-56,-127
1996,16,-57,-129
1997,16,-58,-131
1998,16,-59,-133
1999,16,-60,-135
2000,16,-61,-137
2001,16,-62,-140
2002,16,-63,-142
2003,16,-64,-144
2004,16,-66,-146
2005,16,-67,-148
2006,16,-68,-151
2007,16,-69,-153
2008,16,-71,-157
2009,16,-72,-159
2010,16,-74,-163
2011,16,-75,-166
2012,16,-76,-168
2013,16,-78,-172
2014,16,-80,-175
2015,16,-81,-177
2016,16,-83,-181
2017,16,-85,-184
2018,16,-86,-187
2019,16,-88,-191
2020,16,-91,-196
2021,16,-92,-198
2022,16,-94,-202
2023,16,-96,-206
2024,16,-98,-211
2025,16,-100,-216
2026,16,-103,-221
2027,16,-106,-225
2028,16,-109,-232
2029,16,-111,-237
2030,16,-115,-244
2031,16,-118,-250
2032,16,-122,-257
2033,16,-125,-263
2034,16,-128,-270
2035,16,-131,-277
2036,16,-136,-287
2037,16,-139,-293
2038,16,-144,-303
2039,16,-149,-312
2040,16,-154,-323
2041,16,-158,-331
2042,16,-163,-340
2043,16,-170,-353
2044,16,-175,-365
2045,16,-183,-381
2046,16,-191,-397
2047,16,-200,-416
2048,16,-208,-432
2049,16,-219,-453
2050,16,-230,-475
2051,16,-241,-497
2052,16,-253,-520
2053,16,-267,-547
2054,16,-284,-582
2055,16,-302,-616
2056,16,-316,-643
2057,16,-337,-686
2058,16,-359,-728
2059,16,-384,-778
2060,16,-415,-840
2061,16,-457,-923
2062,16,-492,-993
2063,16,-547,-1103
2064,16,-629,-1266
2065,16,-722,-1448
2066,16,-819,-1641
2067,16,-928,-1860
2068,16,-1097,-2198
2069,16,-1528,-3055
2070,16,-2087,-4160
2071,16,-3864,-7700
2072,16,-12664,-25196
2073,16,10803,21460
2074,16,16,16
2075,16,16,16
2076,16,16,16
2077,16,16,16
2078,16,16,16
2079,16,16,16
2080,16,16,16
2081,16,16,16
2082,16,16,16
2083,16,16,16
2084,16,16,16
2085,16,16,16
2086,16,16,16
2087,16,16,16
2088,16,16,16
2089,16,16,16
2090,16,16,16
2091,16,16,16
2092,16,16,16
2093,16,16,16
2094,16,16,16
2095,16,16,16
2096,16,16,16
2097,16,16,16
2098,16,16,16
2099,16,16,16
2100,16,16,16
2101,16,16,16
2102,16,16,16
2103,16,16,16
2104,16,16,16
2105,16,16,16
2106,16,16,16
2107,16,16,16
2108,16,16,16
2109,16,16,16
2110,16,16,16
2111,16,16,16
2112,16,16,16
2113,16,16,16
2114,16,16,16
2115,16,16,16
2116,16,16,16
2117,16,16,16
2118,16,16,16
2119,16,16,16
2120,16,16,16
2121,16,16,16
2122,16,16,16
2123,16,16,16
2124,16,16,16
2125,16,16,16
2126,16,16,16
2127,16,16,16
2128,16,16,16
2129,16,16,16
2130,16,16,16
2131,16,16,16
2132,16,16,16
2133,16,16,16
2134,16,16,16
2135,16,16,16
2136,16,16,16
2137,16,16,16
2138,16,16,16
2139,16,16,16
2140,16,16,16
2141,16,16,16
2142,16,16,16
2143,16,16,16
2144,16,16,16
2145,16,16,16
2146,16,16,16
2147,16,16,16
2148,16,16,16
2149,16,16,16
2150,16,16,16
2151,16,16,16
2152,16,16,16
2153,16,16,16
2154,16,16,16
2155,16,16,16
2156,16,16,16
2157,16,16,16
2158,16,16,16
2159,16,16,16
2160,16,16,16
2161,16,16,16
2162,16,16,16
2163,16,16,16
2164,16,16,16
2165,16,16,16
2166,16,16,16
2167,16,16,16
2168,16,16,16
2169,16,16,16
2170,16,16,16
2171,16,16,16
2172,16,16,16
2173,16,16,16
2174,16,16,16
2175,16,16,16
2176,16,16,16
2177,16,16,16
2178,16,16,16
2179,16,16,16
2180,16,16,16
2181,16,16,16
2182,16,16,16
2183,16,16,16
2184,16,16,16
2185,16,16,16
2186,16,16,16
2187,16,16,16
2188,16,16,16
2189,16,16,16
2190,16,16,16
2191,16,16,16
2192,16,16,16
2193,16,16,16
2194,16,16,16
2195,16,16,16
2196,16,16,16
2197,16,16,16
2198,16,16,16
2199,16,16,16
2200,16,16,16
2201,16,16,16
2202,16,16,16
2203,16,16,16
2204,16,16,16
2205,16,16,16
2206,16,16,16
2207,16,16,16
2208,16,16,16
2209,16,16,16
2210,16,16,16
2211,16,16,16
2212,16,16,16
2213,16,16,16
2214,16,16,16
2215,16,16,16
2216,16,16,16
2217,16,16,16
2218,16,16,16
2219,16,16,16
2220,16,16,16
2221,16,16,16
2222,16,16,16
2223,16,16,16
2224,16,16,16
2225,16,16,16
2226,16,16,16
2227,16,16,16
2228,16,16,16
2229,16,16,16
2230,16,16,16
2231,16,16,16
2232,16,16,16
2233,16,16,16
2234,16,16,16
2235,16,16,16
2236,16,16,16
2237,16,16,16
2238,16,16,16
2239,16,16,16
2240,16,16,16
2241,16,16,16
2242,16,16,16
2243,16,16,16
2244,16,16,16
2245,16,16,16
2246,16,16,16
2247,16,16,16
2248,16,16,16
2249,16,16,16
2250,16,16,16
2251,16,16,16
2252,16,16,16
2253,16,16,16
2254,16,16,16
2255,16,16,16
2256,16,16,16
2257,16,16,16
2258,16,16,16
2259,16,16,16
2260,16,16,16
2261,16,16,16
2262,16,16,16
2263,16,16,16
2264,16,16,16
2265,16,16,16
2266,16,16,16
2267,16,16,16
2268,16,16,16
2269,16,16,16
2270,16,16,16
2271,16,16,16
2272,16,16,16
2273,16,16,16
2274,16,16,16
2275,16,16,16
2276,16,16,16
2277,16,16,16
2278,16,16,16
2279,16,16,16
2280,16,16,16
2281,16,16,16
2282,16,16,16
2283,16,16,16
2284,16,16,16
2285,16,16,16
2286,16,16,16
2287,16,16,16
2288,16,16,16
2289,16,16,16
2290,16,16,16
2291,16,16,16
2292,16,16,16
2293,16,16,16
2294,16,16,16
2295,16,16,16
2296,16,16,16
2297,16,16,16
2298,16,16,16
2299,16,16,16
2300,16,16,16
2301,16,16,16
2302,16,16,16
2303,16,16,16
2304,16,16,16
2305,16,16,16
2306,16,16,16
2307,16,16,16
2308,16,16,16
2309,16,16,16
2310,16,16,16
2311,16,16,16
2312,16,16,16
2313,16,16,16
2314,16,16,16
2315,16,16,16
2316,16,16,16
2317,16,16,16
2318,16,16,16
2319,16,16,16
2320,16,16,16
2321,16,16,16
2322,16,16,16
2323,16,16,16
2324,16,16,16
2325,16,16,16
2326,16,16,16
2327,16,16,16
2328,16,16,16
2329,16,16,16
2330,16,16,16
2331,16,16,16
2332,16,16,16
2333,16,16,16
2334,16,16,16
2335,16,16,16
2336,16,16,16
2337,16,16,16
2338,16,16,16
2339,16,16,16
2340,16,16,16
2341,16,16,16
2342,16,16,16
2343,16,16,16
2344,16,16,16
2345,16,16,16
2346,16,16,16
2347,16,16,16
2348,16,16,16
2349,16,16,16
2350,16,16,16
2351,16,16,16
2352,16,16,16
2353,16,16,16
2354,16,16,16
2355,16,16,16
2356,16,16,16
2357,16,16,16
2358,16,16,16
2359,16,16,16
2360,16,16,16
2361,16,16,16
2362,16,16,16
2363,16,16,16
2364,16,16,16
2365,16,16,16
2366,16,16,16
2367,16,16,16
2368,16,16,16
2369,16,16,16
2370,16,16,16
2371,16,16,16
2372,16,16,16
2373,16,16,16
2374,16,16,16
2375,16,16,16
2376,16,16,16
2377,16,16,16
2378,16,16,16
2379,16,16,16
2380,16,16,16
2381,16,16,16
2382,16,16,16
2383,16,16,16
2384,16,16,16
2385,16,16,16
2386,16,16,16
2387,16,16,16
2388,16,16,16
2389,16,16,16
2390,16,16,16
2391,16,16,16
2392,16,16,16
2393,16,16,16
2394,16,16,16
2395,16,16,16
2396,16,16,16
2397,16,16,16
2398,16,16,16
2399,16,16,16
2400,16,16,16
2401,16,16,16
2402,16,16,16
2403,16,16,16
2404,16,16,16
2405,16,16,16
2406,16,16,16
2407,16,16,16
2408,16,16,16
2409,16,16,16
2410,16,16,16
2411,16,16,16
2412,16,16,16
2413,16,16,16
2414,16,16,16
2415,16,16,16
2416,16,16,16
2417,16,16,16
2418,16,16,16
2419,16,16,16
2420,16,16,16
2421,16,16,16
2422,16,16,16
2423,16,16,16
2424,16,16,16
2425,16,16,16
2426,16,16,16
2427,16,16,16
2428,16,16,16
2429,16,16,16
2430,16,16,16
2431,16,16,16
2432,16,16,16
2433,16,16,16
2434,16,16,16
2435,16,16,16
2436,16,16,16
2437,16,16,16
2438,16,16,16
2439,16,16,16
2440,16,16,16
2441,16,16,16
2442,16,16,16
2443,16,16,16
2444,16,16,16
2445,16,16,16
2446,16,16,16
2447,16,16,16
2448,16,16,16
2449,16,16,16
2450,16,16,16
2451,16,16,16
2452,16,16,16
2453,16,16,16
2454,16,16,16
2455,16,16,16
2456,16,16,16
2457,16,16,16
2458,16,16,16
2459,16,16,16
2460,16,16,16
2461,16,16,16
2462,16,16,16
2463,16,16,16
2464,16,16,16
2465,16,16,16
2466,16,16,16
2467,16,16,16
2468,16,16,16
2469,16,16,16
2470,16,16,16
2471,16,16,16
2472,16,16,16
2473,16,16,16
2474,16,16,16
2475,16,16,16
2476,16,16,16
2477,16,16,16
2478,16,16,16
2479,16,16,16
2480,16,16,16
2481,16,16,16
2482,16,16,16
2483,16,16,16
2484,16,16,16
2485,16,16,16
2486,16,16,16
2487,16,16,16
2488,16,16,16
2489,16,16,16
2490,16,16,16
2491,16,16,16
2492,16,16,16
2493,16,16,16
2494,16,16,16
2495,16,16,16
2496,16,16,16
2497,16,16,16
2498,16,16,16
2499,16,16,16
2500,16,16,16
2501,16,16,16
2502,16,16,16
2503,16,16,16
2504,16,16,16
2505,16,16,16
2506,16,16,16
2507,16,16,16
2508,16,16,16
2509,16,16,16
2510,16,16,16
2511,16,16,16
2512,16,16,16
2513,16,16,16
2514,16,16,16
2515,16,16,16
2516,16,16,16
2517,16,16,16
2518,16,16,16
2519,16,16,16
2520,16,16,16
2521,16,16,16
2522,16,16,16
2523,16,16,16
2524,16,16,16
2525,16,16,16
2526,16,16,16
2527,16,16,16
2528,16,16,16
2529,16,16,16
2530,16,16,16
2531,16,16,16
2532,16,16,16
2533,16,16,16
2534,16,16,16
2535,16,16,16
2536,16,16,16
2537,16,16,16
2538,16,16,16
2539,16,16,16
2540,16,16,16
2541,16,16,16
2542,16,16,16
2543,16,16,16
2544,16,16,16
2545,16,16,16
2546,16,16,16
2547,16,16,16
2548,16,16,16
2549,16,16,16
2550,16,16,16
2551,16,16,16
2552,16,16,16
2553,16,16,16
2554,16,16,16
2555,16,16,16
2556,16,16,16
2557,16,16,16
2558,16,16,16
2559,16,16,16
2560,16,16,16
2561,16,16,16
2562,16,16,16
2563,16,16,16
2564,16,16,16
2565,16,16,16
2566,16,16,16
2567,16,16,16
2568,16,16,16
2569,16,16,16
2570,16,16,16
2571,16,16,16
2572,16,16,16
2573,16,16,16
2574,16,16,16
2575,16,16,16
2576,16,16,16
2577,16,16,16
2578,16,16,16
2579,16,16,16
2580,16,16,16
2581,16,16,16
2582,16,16,16
2583,16,16,16
2584,16,16,16
2585,16,16,16
2586,16,16,16
2587,16,16,16
2588,16,16,16
2589,16,16,16
2590,16,16,16
2591,16,16,16
2592,16,16,16
2593,16,16,16
2594,16,16,16
2595,16,16,16
2596,16,16,16
2597,16,16,16
2598,16,16,16
2599,16,16,16
2600,16,16,16
2601,16,16,16
2602,16,16,16
2603,16,16,16
2604,16,16,16
2605,16,16,16
2606,16,16,16
2607,16,16,16
2608,16,16,16
2609,16,16,16
2610,16,16,16
2611,16,16,16
2612,16,16,16
2613,16,16,16
2614,16,16,16
2615,16,16,16
2616,16,16,16
2617,16,16,16
2618,16,16,16
2619,16,16,16
2620,16,16,16
2621,16,16,16
2622,16,16,16
2623,16,16,16
2624,16,16,16
2625,16,16,16
2626,16,16,16
2627,16,16,16
2628,16,16,16
2629,16,16,16
2630,16,16,16
2631,16,16,16
2632,16,16,16
2633,16,16,16
2634,16,16,16
2635,16,16,16
2636,16,16,16
2637,16,16,16
2638,16,16,16
2639,16,16,16
2640,16,16,16
2641,16,16,16
2642,16,16,16
2643,16,16,16
2644,16,16,16
2645,16,16,16
2646,16,16,16
2647,16,16,16
2648,16,16,16
2649,16,16,16
2650,16,16,16
2651,16,16,16
2652,16,16,16
2653,16,16,16
2654,16,16,16
2655,16,16,16
2656,16,16,16
2657,16,16,16
2658,16,16,16
2659,16,16,16
2660,16,16,16
2661,16,16,16
2662,16,16,16
2663,16,16,16
2664,16,16,16
2665,16,16,16
2666,16,16,16
2667,16,16,16
2668,16,16,16
2669,16,16,16
2670,16,16,16
2671,16,16,16
2672,16,16,16
2673,16,16,16
2674,16,16,16
2675,16,16,16
2676,16,16,16
2677,16,16,16
2678,16,16,16
2679,16,16,16
2680,16,16,16
2681,16,16,16
2682,16,16,16
2683,16,16,16
2684,16,16,16
2685,16,16,16
2686,16,16,16
2687,16,16,16
2688,16,16,16
2689,16,16,16
2690,16,16,16
2691,16,16,16
2692,16,16,16
2693,16,16,16
2694,16,16,16
2695,16,16,16
2696,16,16,16
2697,16,16,16
2698,16,16,16
2699,16,16,16
2700,16,16,16
2701,16,16,16
2702,16,16,16
2703,16,16,16
2704,16,16,16
2705,16,16,16
2706,16,16,16
2707,16,16,16
2708,16,16,16
2709,16,16,16
2710,16,16,16
2711,16,16,16
2712,16,16,16
2713,16,16,16
2714,16,16,16
2715,16,16,16
2716,16,16,16
2717,16,16,16
2718,16,16,16
2719,16,16,16
2720,16,16,16
2721,16,16,16
2722,16,16,16
2723,16,16,16
2724,16,16,16
2725,16,16,16
2726,16,16,16
2727,16,16,16
2728,16,16,16
2729,16,16,16
2730,16,16,16
2731,16,16,16
2732,16,16,16
2733,16,16,16
2734,16,16,16
2735,16,16,16
2736,16,16,16
2737,16,16,16
2738,16,16,16
2739,16,16,16
2740,16,16,16
2741,16,16,16
2742,16,16,16
2743,16,16,16
2744,16,16,16
2745,16,16,16
2746,16,16,16
2747,16,16,16
2748,16,16,16
2749,16,16,16
2750,16,16,16
2751,16,16,16
2752,16,16,16
2753,16,16,16
2754,16,16,16
2755,16,16,16
2756,16,16,16
2757,16,16,16
2758,16,16,16
2759,16,16,16
2760,16,16,16
2761,16,16,16
2762,16,16,16
2763,16,16,16
2764,16,16,16
2765,16,16,16
2766,16,16,16
2767,16,16,16
2768,16,16,16
2769,16,16,16
2770,16,16,16
2771,16,16,16
2772,16,16,16
2773,16,16,16
2774,16,16,16
2775,16,16,16
2776,16,16,16
2777,16,16,16
2778,16,16,16
2779,16,16,16
2780,16,16,16
2781,16,16,16
2782,16,16,16
2783,16,16,16
2784,16,16,16
2785,16,16,16
2786,16,16,16
2787,16,16,16
2788,16,16,16
2789,16,16,16
2790,16,16,16
2791,16,16,16
2792,16,16,16
2793,16,16,16
2794,16,16,16
2795,16,16,16
2796,16,16,16
2797,16,16,16
2798,16,16,16
2799,16,16,16
2800,16,16,16
2801,16,16,16
2802,16,16,16
2803,16,16,16
2804,16,16,16
2805,16,16,16
2806,16,16,16
2807,16,16,16
2808,16,16,16
2809,16,16,16
2810,16,16,16
2811,16,16,16
2812,16,16,16
2813,16,16,16
2814,16,16,16
2815,16,16,16
2816,16,16,16
2817,16,16,16
2818,16,16,16
2819,16,16,16
2820,16,16,16
2821,16,16,16
2822,16,16,16
2823,16,16,16
2824,16,16,16
2825,16,16,16
2826,16,16,16
2827,16,16,16
2828,16,16,16
2829,16,16,16
2830,16,16,16
2831,16,16,16
2832,16,16,16
2833,16,16,16
2834,16,16,16
2835,16,16,16
2836,16,16,16
2837,16,16,16
2838,16,16,16
2839,16,16,16
2840,16,16,16
2841,16,16,16
2842,16,16,16
2843,16,16,16
2844,16,16,16
2845,16,16,16
2846,16,16,16
2847,16,16,16
2848,16,16,16
2849,16,16,16
2850,16,16,16
2851,16,16,16
2852,16,16,16
2853,16,16,16
2854,16,16,16
2855,16,16,16
2856,16,16,16
2857,16,16,16
2858,16,16,16
2859,16,16,16
2860,16,16,16
2861,16,16,16
2862,16,16,16
2863,16,16,16
2864,16,16,16
2865,16,16,16
2866,16,16,16
2867,16,16,16
2868,16,16,16
2869,16,16,16
2870,16,16,16
2871,16,16,16
2872,16,16,16
2873,16,16,16
2874,16,16,16
2875,16,16,16
2876,16,16,16
2877,16,16,16
2878,16,16,16
2879,16,16,16
2880,16,16,16
2881,16,16,16
2882,16,16,16
2883,16,16,16
2884,16,16,16
2885,16,16,16
2886,16,16,16
2887,16,16,16
2888,16,16,16
2889,16,16,16
2890,16,16,16
2891,16,16,16
2892,16,16,16
2893,16,16,16
2894,16,16,16
2895,16,16,16
2896,16,16,16
2897,16,16,16
2898,16,16,16
2899,16,16,16
2900,16,16,16
2901,16,16,16
2902,16,16,16
2903,16,16,16
2904,16,16,16
2905,16,16,16
2906,16,16,16
2907,16,16,16
2908,16,16,16
2909,16,16,16
2910,16,16,16
2911,16,16,16
2912,16,16,16
2913,16,16,16
2914,16,16,16
2915,16,16,16
2916,16,16,16
2917,16,16,16
2918,16,16,16
2919,16,16,16
2920,16,16,16
2921,16,16,16
2922,16,16,16
2923,16,16,16
2924,16,16,16
2925,16,16,16
2926,16,16,16
2927,16,16,16
2928,16,16,16
2929,16,16,16
2930,16,16,16
2931,16,16,16
2932,16,16,16
2933,16,16,16
2934,16,16,16
2935,16,16,16
2936,16,16,16
2937,16,16,16
2938,16,16,16
2939,16,16,16
2940,16,16,16
2941,16,16,16
2942,16,16,16
2943,16,16,16
2944,16,16,16
2945,16,16,16
2946,16,16,16
2947,16,16,16
2948,16,16,16
2949,16,16,16
2950,16,16,16
2951,16,16,16
2952,16,16,16
2953,16,16,16
2954,16,16,16
2955,16,16,16
2956,16,16,16
2957,16,16,16
2958,16,16,16
2959,16,16,16
2960,16,16,16
2961,16,16,16
2962,16,16,16
2963,16,16,16
2964,16,16,16
2965,16,16,16
